num_visits_customer,total_net_sales,is_cc_user,avg_net_sales_per_visit,pct_spent_sweaters,pct_spent_knit_tops,pct_spent_knit_dresses,pct_spent_blouses,pct_spent_jackets,pct_spent_career_pants,pct_spent_casual_pants,pct_spent_shirts,pct_spent_dresses,pct_spent_suits,pct_spent_outwear,pct_spent_jewelry,pct_spent_fashion,pct_spent_legwear,pct_spent_collectibles,ammount_spend_store_1,ammount_spend_store_2,ammount_spend_store_3,ammount_spend_store_4,ammount_spend_past_3months,ammount_spend_past_month,ammount_spend_past_6months,ammount_spend_last_year_same_period,gross margin percentage,num_mkt_promotions,num_days_customer,num_days_between_purchases,markdown,num_diff_product_classes,num_cupons_used,num_individual_items_purchased,num_stores_shopped,has_valid_phone,is_web_shopper,promotions_num_mailed,promotions_num_responded,promotions_pct_responded,product_uniformity,num_days_between_purchases_lifetime,pct_returns_products
6,915.16,True,152.52,0.13,0.0,0.0,0.03,0.39,0.17,0.0,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.29,0.0,144.48,770.68,0.0,27.99,0.0,351.97,0.0,0.51,10,271,45.16,0.2,10,5,25,3,True,False,3,2,66.67,32.06,16.93,0.04
6,237.9,False,39.65,0.57,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.98,180.92,0.0,50.98,0.0,211.91,0.0,0.41,7,579,96.5,0.17,6,0,13,2,True,False,1,0,0.0,36.95,52.63,0.14
2,159.94,False,79.97,0.29,0.05,0.07,0.38,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.94,73.0,0.0,0.0,0.0,0.0,0.0,0.21,15,359,179.5,0.26,5,0,8,2,False,False,8,1,12.5,28.04,179.5,0.0
17,1876.09,True,110.35,0.1,0.0,0.01,0.04,0.18,0.1,0.0,0.03,0.01,0.02,0.0,0.0,0.0,0.006572,0.08,0.0,937.95,938.14,0.0,268.96,0.0,503.93,187.96,0.59,21,619,36.41,0.13,17,4,75,4,True,False,6,2,33.33,6.97,14.73,0.82
3,492.99,False,164.33,0.0,0.0,0.0,0.0,0.53,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,452.99,40.0,0.0,221.99,0.0,221.99,0.0,0.61,8,581,193.66,0.11,3,0,7,2,True,False,3,0,0.0,51.74,116.2,0.0
3,402.0,False,134.0,0.23,0.09,0.0,0.21,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,0.65,10,556,185.33,0.0,5,0,6,2,True,False,3,0,0.0,27.18,61.77,0.0
21,2988.81,True,142.32,0.23,0.07,0.07,0.09,0.07,0.01,0.04,0.11,0.16,0.0,0.0,0.01,0.07,0.002645,0.06,0.0,281.62,2707.19,0.0,581.93,440.98,1599.6,236.24,0.59,23,701,33.38,0.21,23,10,107,4,True,False,10,7,70.0,13.37,10.78,0.01
1,153.75,False,153.75,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.75,0.0,0.0,0.0,0.0,0.0,0.52,18,344,344.0,0.31,3,0,4,1,False,False,6,0,0.0,36.57,344.0,0.0
2,254.99,False,127.49,0.13,0.0,0.0,0.09,0.35,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,24.99,0.0,0.0,0.0,0.0,0.65,18,683,341.5,0.08,5,0,5,2,True,False,9,1,11.11,23.74,113.83,0.0
6,89.0,False,14.83,0.0,0.0,0.0,0.16,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,29.0,60.0,0.0,40.0,40.0,69.0,0.0,0.58,10,229,38.16,0.18,4,0,5,2,True,False,4,0,0.0,9.06,25.44,0.98
6,778.1,False,129.68,0.07,0.0,0.0,0.25,0.1,0.35,0.09,0.0,0.02,0.0,0.0,0.01,0.02,0.0,0.13,0.0,0.0,778.1,0.0,23.99,0.0,349.93,0.0,0.56,15,295,49.16,0.15,10,0,23,4,True,False,4,1,25.0,23.53,36.87,0.04
9,980.38,True,108.93,0.14,0.009897,0.15,0.05,0.0,0.1,0.0,0.0,0.02,0.4,0.0,0.0,0.0,0.06,0.0,0.0,0.0,980.38,0.0,270.96,205.99,312.95,0.0,0.59,11,298,33.11,0.08,13,0,23,3,True,False,4,2,50.0,23.0,16.55,0.02
5,80.97,False,16.19,0.72,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,11.98,11.98,11.98,11.98,0.0,0.51,11,691,138.2,0.33,3,0,7,3,False,False,3,1,33.33,54.38,32.9,0.17
1,139.5,False,139.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,139.5,0.0,0.0,0.0,0.0,0.0,0.5,11,307,307.0,0.5,1,0,1,1,False,False,4,0,0.0,100.0,307.0,0.0
4,598.41,True,149.6,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.42,0.25,0.0,0.01,0.04,0.0,0.0,0.0,598.41,0.0,0.0,0.0,0.0,260.99,0.34,23,685,171.25,0.44,7,1,20,2,True,False,9,2,22.22,29.64,76.11,0.0
1,92.0,False,92.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.69,6,345,345.0,0.09,2,0,3,1,True,False,4,0,0.0,53.4,345.0,0.0
1,135.0,False,135.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.88,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.71,17,519,519.0,0.0,2,0,2,1,True,False,8,1,12.5,156.8,173.0,0.0
2,190.98,False,95.49,0.48,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,190.98,0.0,52.99,0.0,52.99,0.0,0.64,16,493,246.5,0.03,4,0,5,1,True,False,7,2,28.57,41.4,123.25,0.0
2,115.0,False,57.5,0.0,0.0,0.0,0.6,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.1,5,571,285.5,0.49,3,0,8,3,True,False,2,0,0.0,52.36,142.75,0.0
11,75.71,True,6.88,0.02,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.71,0.0,0.0,0.0,0.0,129.99,0.55,20,684,62.18,0.15,11,0,27,1,True,False,10,2,20.0,8.42,23.58,7.29
3,340.07,True,113.35,0.11,0.0,0.08,0.16,0.21,0.12,0.04,0.0,0.11,0.0,0.0,0.0,0.0,0.02,0.45,0.0,0.0,340.07,0.0,0.0,0.0,340.07,0.0,0.58,4,145,48.33,0.22,10,2,13,1,True,False,1,0,0.0,33.46,12.08,0.11
1,80.97,False,80.97,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.97,0.0,80.97,0.0,80.97,0.0,0.34,13,444,444.0,0.4,2,0,3,1,True,False,8,0,0.0,69.82,148.0,0.0
2,195.97,False,97.98,0.01,0.05,0.0,0.07,0.55,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.97,34.0,0.0,169.98,169.98,169.98,0.0,0.28,0,297,148.5,0.27,7,0,8,2,True,False,0,0,0.0,38.0,49.5,0.0
2,146.97,False,73.48,0.0,0.0,0.0,0.19,0.38,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.04,0.0,0.0,29.0,117.97,0.0,112.98,0.0,112.98,0.0,0.34,10,495,247.5,0.24,5,0,5,2,True,False,6,0,0.0,25.82,55.0,0.0
21,964.4,True,45.92,0.36,0.04,0.0,0.0,0.04,0.13,0.18,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1024.39,0.0,0.0,0.0,217.17,54.98,0.46,17,629,29.95,0.27,12,1,46,6,True,False,10,6,60.0,18.72,12.83,0.23
4,164.94,False,41.23,0.14,0.06,0.0,0.08,0.3,0.0,0.08,0.24,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,164.94,0.0,48.47,0.0,48.47,0.0,0.43,22,450,112.5,0.21,7,0,7,1,True,False,9,0,0.0,19.64,45.0,0.0
11,854.19,True,77.65,0.34,0.02,0.0,0.04,0.2,0.12,0.0,0.08,0.13,0.0,0.0,0.0,0.03,0.0,0.01,0.0,112.0,99.49,642.7,285.59,285.59,351.58,131.0,0.0,20,631,57.36,0.45,16,0,68,5,True,False,10,4,40.0,20.52,19.71,0.0
2,1006.48,True,503.24,0.0,0.0,0.0,0.21,0.17,0.15,0.04,0.05,0.07,0.23,0.0,0.0,0.05,0.0,0.15,0.0,940.33,66.15,0.0,0.0,0.0,1006.48,0.0,0.61,1,131,65.5,0.11,12,1,20,3,True,False,0,0,0.0,18.98,21.83,0.0
2,228.37,False,114.18,0.27,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.12,0.0,0.0,0.0,198.97,29.4,0.0,41.39,0.0,228.37,0.0,0.6,4,147,73.5,0.1,4,0,6,2,True,False,1,0,0.0,30.35,49.0,0.0
3,90.98,False,30.32,0.09,0.1,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,81.0,0.0,9.98,9.98,9.98,0.0,0.3,21,338,112.66,0.5,3,1,6,2,True,False,9,0,0.0,64.81,42.25,0.0
2,78.0,False,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.68,2,275,137.5,0.0,1,0,1,1,True,False,0,0,0.0,100.0,68.75,0.0
